time,price,volume,open_interest
2025-09-07 15:00:00,0.0500,187,111317
2025-09-07 16:00:00,0.0500,801,110516
2025-09-07 17:00:00,0.0500,51,110483
2025-09-07 18:00:00,,0,110483
2025-09-07 19:00:00,,0,110483
2025-09-07 20:00:00,0.0300,228,110283
2025-09-07 21:00:00,0.0400,55,110283
2025-09-07 22:00:00,0.0400,10,110293
2025-09-07 23:00:00,0.0400,35,110293
2025-09-08 00:00:00,0.0500,2,110291
2025-09-08 01:00:00,,0,110291
2025-09-08 02:00:00,0.0200,724,110060
2025-09-08 03:00:00,,0,110060
2025-09-08 04:00:00,,0,110060
2025-09-08 05:00:00,,0,110060
2025-09-08 06:00:00,,0,110060
2025-09-08 07:00:00,,0,110060
2025-09-08 08:00:00,,0,110060
2025-09-08 09:00:00,,0,110060
2025-09-08 10:00:00,,0,110060
2025-09-08 11:00:00,,0,110060
2025-09-08 12:00:00,,0,110060
2025-09-08 13:00:00,,0,110060
2025-09-08 14:00:00,0.0500,468,110060
2025-09-08 15:00:00,,0,110060
2025-09-08 16:00:00,,0,110060
2025-09-08 17:00:00,,0,110060
2025-09-08 18:00:00,,0,110060
2025-09-08 19:00:00,,0,110060
2025-09-08 20:00:00,,0,110060
2025-09-08 21:00:00,,0,110060
2025-09-08 22:00:00,,0,110060
2025-09-08 23:00:00,,0,110060
2025-09-09 00:00:00,0.0500,56,110060
2025-09-09 01:00:00,,0,110060
2025-09-09 02:00:00,0.0500,187,110060
2025-09-09 03:00:00,0.0500,10,110060
2025-09-09 04:00:00,,0,110060
2025-09-09 05:00:00,0.0300,2,110062
2025-09-09 06:00:00,,0,110062
2025-09-09 07:00:00,0.0500,93,110062
2025-09-09 08:00:00,,0,110062
2025-09-09 09:00:00,,0,110062
2025-09-09 10:00:00,0.0500,63,109999
2025-09-09 11:00:00,,0,109999
2025-09-09 12:00:00,,0,109999
2025-09-09 13:00:00,0.0200,468,109554
2025-09-09 14:00:00,,0,109554
2025-09-09 15:00:00,0.0500,18,109554
2025-09-09 16:00:00,,0,109554
2025-09-09 17:00:00,0.0200,115,109439
2025-09-09 18:00:00,,0,109439
2025-09-09 19:00:00,0.0500,19,109443
2025-09-09 20:00:00,0.0500,23,109443
2025-09-09 21:00:00,,0,109443
2025-09-09 22:00:00,,0,109443
2025-09-09 23:00:00,,0,109443
2025-09-10 00:00:00,0.0500,1875,109443
2025-09-10 01:00:00,,0,109443
2025-09-10 02:00:00,,0,109443
2025-09-10 03:00:00,0.0400,2,109443
2025-09-10 04:00:00,0.0400,228,109313
2025-09-10 05:00:00,,0,109313
2025-09-10 06:00:00,,0,109313
2025-09-10 07:00:00,0.0300,37,109313
2025-09-10 08:00:00,,0,109313
2025-09-10 09:00:00,,0,109313
2025-09-10 10:00:00,,0,109313
2025-09-10 11:00:00,,0,109313
2025-09-10 12:00:00,,0,109313
2025-09-10 13:00:00,,0,109313
2025-09-10 14:00:00,,0,109313
2025-09-10 15:00:00,,0,109313
2025-09-10 16:00:00,,0,109313
2025-09-10 17:00:00,,0,109313
2025-09-10 18:00:00,,0,109313
2025-09-10 19:00:00,,0,109313
2025-09-10 20:00:00,,0,109313
2025-09-10 21:00:00,,0,109313
2025-09-10 22:00:00,0.0400,227,109086
2025-09-10 23:00:00,,0,109086
2025-09-11 00:00:00,0.0400,213,108877
2025-09-11 01:00:00,0.0400,351,108877
2025-09-11 02:00:00,,0,108877
2025-09-11 03:00:00,0.0200,1898,106981
2025-09-11 04:00:00,,0,106981
2025-09-11 05:00:00,,0,106981
2025-09-11 06:00:00,0.0500,198,107031
2025-09-11 07:00:00,,0,107031
2025-09-11 10:00:00,,0,107031
2025-09-11 11:00:00,,0,107031
2025-09-11 12:00:00,,0,107031
2025-09-11 13:00:00,,0,107031
2025-09-11 14:00:00,,0,107031
2025-09-11 15:00:00,,0,107031
2025-09-11 16:00:00,,0,107031
2025-09-11 17:00:00,0.0400,99,107082
2025-09-11 18:00:00,0.0200,400,106719
2025-09-11 19:00:00,,0,106719
2025-09-11 20:00:00,,0,106719
2025-09-11 21:00:00,,0,106719
2025-09-11 22:00:00,0.0300,1,106718
2025-09-11 23:00:00,,0,106718
2025-09-12 00:00:00,,0,106718
2025-09-12 01:00:00,,0,106718
2025-09-12 02:00:00,0.0400,1763,104965
2025-09-12 03:00:00,0.0600,27,104957
2025-09-12 04:00:00,,0,104957
2025-09-12 05:00:00,,0,104957
2025-09-12 06:00:00,0.0600,156,104957
2025-09-12 07:00:00,,0,104957
2025-09-12 08:00:00,,0,104957
2025-09-12 09:00:00,,0,104957
2025-09-12 10:00:00,0.0600,914,104957
2025-09-12 11:00:00,,0,104957
2025-09-12 12:00:00,,0,104957
2025-09-12 13:00:00,,0,104957
2025-09-12 14:00:00,,0,104957
2025-09-12 15:00:00,0.0500,281,104957
2025-09-12 16:00:00,,0,104957
2025-09-12 17:00:00,,0,104957
2025-09-12 18:00:00,,0,104957
2025-09-12 19:00:00,,0,104957
2025-09-12 20:00:00,0.0500,39,104918
2025-09-12 21:00:00,,0,104918
2025-09-12 22:00:00,,0,104918
2025-09-12 23:00:00,,0,104918
2025-09-13 00:00:00,0.0300,1,104918
2025-09-13 01:00:00,,0,104918
2025-09-13 02:00:00,,0,104918
2025-09-13 03:00:00,,0,104918
2025-09-13 04:00:00,,0,104918
2025-09-13 05:00:00,,0,104918
2025-09-13 06:00:00,,0,104918
2025-09-13 07:00:00,,0,104918
2025-09-13 08:00:00,,0,104918
2025-09-13 09:00:00,,0,104918
2025-09-13 10:00:00,,0,104918
2025-09-13 11:00:00,,0,104918
2025-09-13 12:00:00,,0,104918
2025-09-13 13:00:00,,0,104918
2025-09-13 14:00:00,,0,104918
2025-09-13 15:00:00,,0,104918
2025-09-13 16:00:00,,0,104918
2025-09-13 17:00:00,,0,104918
2025-09-13 18:00:00,0.0500,27,104891
2025-09-13 19:00:00,,0,104891
2025-09-13 20:00:00,,0,104891
2025-09-13 21:00:00,,0,104891
2025-09-13 22:00:00,,0,104891
2025-09-13 23:00:00,,0,104891
2025-09-14 00:00:00,,0,104891
2025-09-14 01:00:00,,0,104891
2025-09-14 02:00:00,,0,104891
2025-09-14 03:00:00,,0,104891
2025-09-14 04:00:00,,0,104891
2025-09-14 05:00:00,0.0500,10,104881
2025-09-14 06:00:00,,0,104881
2025-09-14 07:00:00,,0,104881
2025-09-14 08:00:00,,0,104881
2025-09-14 09:00:00,,0,104881
2025-09-14 10:00:00,,0,104881
2025-09-14 11:00:00,,0,104881
2025-09-14 12:00:00,,0,104881
2025-09-14 13:00:00,,0,104881
2025-09-14 14:00:00,,0,104881
2025-09-14 15:00:00,,0,104881
2025-09-14 16:00:00,,0,104881
2025-09-14 17:00:00,,0,104881
2025-09-14 18:00:00,,0,104881
2025-09-14 19:00:00,0.0500,39,104842
2025-09-14 20:00:00,,0,104842
2025-09-14 21:00:00,0.0500,10,104832
2025-09-14 22:00:00,,0,104832
2025-09-14 23:00:00,,0,104832
2025-09-15 00:00:00,,0,104832
2025-09-15 01:00:00,,0,104832
2025-09-15 02:00:00,0.0500,100,104832
2025-09-15 03:00:00,0.0300,100,104781
2025-09-15 04:00:00,0.0500,120,104754
2025-09-15 05:00:00,0.0500,18,104754
2025-09-15 06:00:00,,0,104754
2025-09-15 07:00:00,,0,104754
2025-09-15 08:00:00,,0,104754
2025-09-15 09:00:00,,0,104754
2025-09-15 10:00:00,,0,104754
2025-09-15 11:00:00,,0,104754
2025-09-15 12:00:00,,0,104754
2025-09-15 13:00:00,0.0500,94,104660
2025-09-15 14:00:00,,0,104660
2025-09-15 15:00:00,,0,104660
2025-09-15 16:00:00,,0,104660
2025-09-15 17:00:00,,0,104660
2025-09-15 18:00:00,,0,104660
2025-09-15 19:00:00,0.0500,15,104660
2025-09-15 20:00:00,0.0500,4,104660
2025-09-15 21:00:00,,0,104660
2025-09-15 22:00:00,,0,104660
2025-09-15 23:00:00,,0,104660
2025-09-16 00:00:00,,0,104660
2025-09-16 01:00:00,,0,104660
2025-09-16 02:00:00,,0,104660
2025-09-16 03:00:00,,0,104660
2025-09-16 04:00:00,,0,104660
2025-09-16 05:00:00,,0,104660
2025-09-16 06:00:00,,0,104660
2025-09-16 07:00:00,,0,104660
2025-09-16 08:00:00,,0,104660
2025-09-16 09:00:00,,0,104660
2025-09-16 10:00:00,,0,104660
2025-09-16 11:00:00,,0,104660
2025-09-16 12:00:00,,0,104660
2025-09-16 13:00:00,0.0500,93,104660
2025-09-16 14:00:00,0.0500,187,104660
2025-09-16 15:00:00,,0,104660
2025-09-16 16:00:00,,0,104660
2025-09-16 17:00:00,,0,104660
2025-09-16 18:00:00,,0,104660
2025-09-16 19:00:00,0.0500,7,104653
2025-09-16 20:00:00,,0,104653
2025-09-16 21:00:00,,0,104653
2025-09-16 22:00:00,0.0500,12,104641
2025-09-16 23:00:00,,0,104641
2025-09-17 00:00:00,,0,104641
2025-09-17 01:00:00,,0,104641
2025-09-17 02:00:00,0.0500,17,104624
2025-09-17 03:00:00,0.0500,7,104617
2025-09-17 04:00:00,,0,104617
2025-09-17 05:00:00,,0,104617
2025-09-17 06:00:00,,0,104617
2025-09-17 07:00:00,,0,104617
2025-09-17 08:00:00,,0,104617
2025-09-17 09:00:00,,0,104617
2025-09-17 10:00:00,,0,104617
2025-09-17 11:00:00,,0,104617
2025-09-17 12:00:00,,0,104617
2025-09-17 13:00:00,,0,104617
2025-09-17 14:00:00,,0,104617
2025-09-17 15:00:00,0.0500,24,104593
2025-09-17 16:00:00,0.0500,14,104593
2025-09-17 17:00:00,,0,104593
2025-09-17 18:00:00,,0,104593
2025-09-17 19:00:00,0.0400,49,104593
2025-09-17 20:00:00,,0,104593
2025-09-17 21:00:00,0.0400,187,104593
2025-09-17 22:00:00,,0,104593
2025-09-17 23:00:00,,0,104593
2025-09-18 00:00:00,,0,104593
2025-09-18 01:00:00,0.0500,901,103692
2025-09-18 02:00:00,0.0500,468,103692
2025-09-18 03:00:00,0.0500,351,103341
2025-09-18 04:00:00,,0,103341
2025-09-18 05:00:00,,0,103341
2025-09-18 06:00:00,,0,103341
2025-09-18 07:00:00,0.0400,51,103343
2025-09-18 10:00:00,,0,103343
2025-09-18 11:00:00,,0,103343
2025-09-18 12:00:00,,0,103343
2025-09-18 13:00:00,,0,103343
2025-09-18 14:00:00,,0,103343
2025-09-18 15:00:00,0.0400,187,103331
2025-09-18 16:00:00,,0,103331
2025-09-18 17:00:00,,0,103331
2025-09-18 18:00:00,,0,103331
2025-09-18 19:00:00,,0,103331
2025-09-18 20:00:00,0.0400,47,103331
2025-09-18 21:00:00,,0,103331
2025-09-18 22:00:00,,0,103331
2025-09-18 23:00:00,0.0400,20,103331
2025-09-19 00:00:00,,0,103331
2025-09-19 01:00:00,,0,103331
2025-09-19 02:00:00,,0,103331
2025-09-19 03:00:00,0.0400,167,103164
2025-09-19 04:00:00,0.0300,113,103164
2025-09-19 05:00:00,,0,103164
2025-09-19 06:00:00,,0,103164
2025-09-19 07:00:00,,0,103164
2025-09-19 08:00:00,,0,103164
2025-09-19 09:00:00,,0,103164
2025-09-19 10:00:00,,0,103164
2025-09-19 11:00:00,,0,103164
2025-09-19 12:00:00,,0,103164
2025-09-19 13:00:00,,0,103164
2025-09-19 14:00:00,,0,103164
2025-09-19 15:00:00,,0,103164
2025-09-19 16:00:00,,0,103164
2025-09-19 17:00:00,,0,103164
2025-09-19 18:00:00,,0,103164
2025-09-19 19:00:00,0.0400,3,103161
2025-09-19 20:00:00,,0,103161
2025-09-19 21:00:00,,0,103161
2025-09-19 22:00:00,,0,103161
2025-09-19 23:00:00,,0,103161
2025-09-20 00:00:00,,0,103161
2025-09-20 01:00:00,,0,103161
2025-09-20 02:00:00,0.0400,284,102877
2025-09-20 03:00:00,0.0400,55,102877
2025-09-20 04:00:00,,0,102877
2025-09-20 05:00:00,,0,102877
2025-09-20 06:00:00,,0,102877
2025-09-20 07:00:00,,0,102877
2025-09-20 08:00:00,,0,102877
2025-09-20 09:00:00,,0,102877
2025-09-20 10:00:00,,0,102877
2025-09-20 11:00:00,,0,102877
2025-09-20 12:00:00,,0,102877
2025-09-20 13:00:00,,0,102877
2025-09-20 14:00:00,,0,102877
2025-09-20 15:00:00,,0,102877
2025-09-20 16:00:00,,0,102877
2025-09-20 17:00:00,0.0400,7,102870
2025-09-20 18:00:00,,0,102870
2025-09-20 19:00:00,,0,102870
2025-09-20 20:00:00,,0,102870
2025-09-20 21:00:00,,0,102870
2025-09-20 22:00:00,,0,102870
2025-09-20 23:00:00,0.0400,2,102868
2025-09-21 00:00:00,,0,102868
2025-09-21 01:00:00,,0,102868
2025-09-21 02:00:00,,0,102868
2025-09-21 03:00:00,,0,102868
2025-09-21 04:00:00,,0,102868
2025-09-21 05:00:00,,0,102868
2025-09-21 06:00:00,,0,102868
2025-09-21 07:00:00,,0,102868
2025-09-21 08:00:00,,0,102868
2025-09-21 09:00:00,,0,102868
2025-09-21 10:00:00,,0,102868
2025-09-21 11:00:00,0.0400,200,102868
2025-09-21 12:00:00,0.0400,210,102868
2025-09-21 13:00:00,,0,102868
2025-09-21 14:00:00,,0,102868
2025-09-21 15:00:00,,0,102868
2025-09-21 16:00:00,0.0400,17,102851
2025-09-21 17:00:00,,0,102851
2025-09-21 18:00:00,,0,102851
2025-09-21 19:00:00,,0,102851
2025-09-21 20:00:00,0.0400,65,102786
2025-09-21 21:00:00,,0,102786
2025-09-21 22:00:00,,0,102786
2025-09-21 23:00:00,,0,102786
2025-09-22 00:00:00,,0,102786
2025-09-22 01:00:00,,0,102786
2025-09-22 02:00:00,,0,102786
2025-09-22 03:00:00,,0,102786
2025-09-22 04:00:00,,0,102786
2025-09-22 05:00:00,,0,102786
2025-09-22 06:00:00,,0,102786
2025-09-22 07:00:00,,0,102786
2025-09-22 08:00:00,,0,102786
2025-09-22 09:00:00,,0,102786
2025-09-22 10:00:00,,0,102786
2025-09-22 11:00:00,,0,102786
2025-09-22 12:00:00,,0,102786
2025-09-22 13:00:00,,0,102786
2025-09-22 14:00:00,,0,102786
2025-09-22 15:00:00,,0,102786
2025-09-22 16:00:00,0.0300,1012,102786
2025-09-22 17:00:00,,0,102786
2025-09-22 18:00:00,0.0400,1268,102756
2025-09-22 19:00:00,,0,102756
2025-09-22 20:00:00,,0,102756
2025-09-22 21:00:00,,0,102756
2025-09-22 22:00:00,,0,102756
2025-09-22 23:00:00,0.0500,24,102732
2025-09-23 00:00:00,,0,102732
2025-09-23 01:00:00,,0,102732
2025-09-23 02:00:00,,0,102732
2025-09-23 03:00:00,,0,102732
2025-09-23 04:00:00,,0,102732
2025-09-23 05:00:00,0.0400,55,102677
2025-09-23 06:00:00,,0,102677
2025-09-23 07:00:00,,0,102677
2025-09-23 08:00:00,,0,102677
2025-09-23 10:00:00,,0,102677
2025-09-23 11:00:00,,0,102677
2025-09-23 12:00:00,,0,102677
2025-09-23 13:00:00,,0,102677
2025-09-23 14:00:00,,0,102677
2025-09-23 15:00:00,,0,102677
2025-09-23 16:00:00,,0,102677
2025-09-23 17:00:00,,0,102677
2025-09-23 18:00:00,0.0500,28,102649
2025-09-23 19:00:00,,0,102649
2025-09-23 20:00:00,0.0500,189,102489
2025-09-23 21:00:00,,0,102489
2025-09-23 22:00:00,,0,102489
2025-09-23 23:00:00,,0,102489
2025-09-24 00:00:00,0.0400,124,102613
2025-09-24 01:00:00,0.0300,18,102613
2025-09-24 02:00:00,0.0400,70,102683
2025-09-24 03:00:00,,0,102683
2025-09-24 04:00:00,,0,102683
2025-09-24 05:00:00,0.0400,70,102753
2025-09-24 06:00:00,,0,102753
2025-09-24 07:00:00,,0,102753
2025-09-24 08:00:00,,0,102753
2025-09-24 09:00:00,,0,102753
2025-09-24 10:00:00,,0,102753
2025-09-24 11:00:00,,0,102753
2025-09-24 12:00:00,,0,102753
2025-09-24 13:00:00,0.0400,1255,104008
2025-09-24 14:00:00,,0,104008
2025-09-24 15:00:00,,0,104008
2025-09-24 16:00:00,,0,104008
2025-09-24 17:00:00,0.0400,1405,105413
2025-09-24 18:00:00,,0,105413
2025-09-24 19:00:00,,0,105413
2025-09-24 20:00:00,,0,105413
2025-09-24 21:00:00,,0,105413
2025-09-24 22:00:00,,0,105413
2025-09-24 23:00:00,,0,105413
2025-09-25 00:00:00,0.0300,99,105413
2025-09-25 01:00:00,0.0400,12,105425
2025-09-25 02:00:00,,0,105425
2025-09-25 03:00:00,,0,105425
2025-09-25 04:00:00,0.0400,11,105436
2025-09-25 05:00:00,,0,105436
2025-09-25 06:00:00,,0,105436
2025-09-25 07:00:00,,0,105436
2025-09-25 08:00:00,,0,105436
2025-09-25 10:00:00,,0,105436
2025-09-25 11:00:00,,0,105436
2025-09-25 12:00:00,,0,105436
2025-09-25 13:00:00,,0,105436
2025-09-25 14:00:00,,0,105436
2025-09-25 15:00:00,,0,105436
2025-09-25 16:00:00,0.0400,148,105341
2025-09-25 17:00:00,,0,105341
2025-09-25 18:00:00,0.0400,27,105314
2025-09-25 19:00:00,,0,105314
2025-09-25 20:00:00,,0,105314
2025-09-25 21:00:00,,0,105314
2025-09-25 22:00:00,0.0400,24,105290
2025-09-25 23:00:00,,0,105290
2025-09-26 00:00:00,0.0300,11,105290
2025-09-26 01:00:00,,0,105290
2025-09-26 02:00:00,,0,105290
2025-09-26 03:00:00,,0,105290
2025-09-26 04:00:00,0.0500,194,105451
2025-09-26 05:00:00,,0,105451
2025-09-26 06:00:00,,0,105451
2025-09-26 07:00:00,,0,105451
2025-09-26 08:00:00,,0,105451
2025-09-26 09:00:00,,0,105451
2025-09-26 10:00:00,,0,105451
2025-09-26 11:00:00,,0,105451
2025-09-26 12:00:00,,0,105451
2025-09-26 13:00:00,,0,105451
2025-09-26 14:00:00,,0,105451
2025-09-26 15:00:00,,0,105451
2025-09-26 16:00:00,0.0500,6,105451
2025-09-26 17:00:00,,0,105451
2025-09-26 18:00:00,0.0300,107,105451
2025-09-26 19:00:00,0.0300,67,105451
2025-09-26 20:00:00,0.0500,187,105638
2025-09-26 21:00:00,,0,105638
2025-09-26 22:00:00,,0,105638
2025-09-26 23:00:00,,0,105638
2025-09-27 00:00:00,,0,105638
2025-09-27 01:00:00,,0,105638
2025-09-27 02:00:00,,0,105638
2025-09-27 03:00:00,0.0400,4,105634
2025-09-27 04:00:00,,0,105634
2025-09-27 05:00:00,,0,105634
2025-09-27 06:00:00,,0,105634
2025-09-27 07:00:00,,0,105634
2025-09-27 08:00:00,,0,105634
2025-09-27 09:00:00,,0,105634
2025-09-27 10:00:00,,0,105634
2025-09-27 11:00:00,,0,105634
2025-09-27 12:00:00,,0,105634
2025-09-27 13:00:00,,0,105634
2025-09-27 14:00:00,,0,105634
2025-09-27 15:00:00,,0,105634
2025-09-27 16:00:00,0.0500,1125,105634
2025-09-27 17:00:00,,0,105634
2025-09-27 18:00:00,,0,105634
2025-09-27 19:00:00,,0,105634
2025-09-27 20:00:00,0.0400,70,105634
2025-09-27 21:00:00,0.0600,7233,109726
2025-09-27 22:00:00,0.0700,202,109726
2025-09-27 23:00:00,,0,109726
2025-09-28 00:00:00,0.0500,144,109726
2025-09-28 01:00:00,0.0500,4419,112582
2025-09-28 02:00:00,0.0600,160,112582
2025-09-28 03:00:00,0.0400,1330,113712
2025-09-28 04:00:00,,0,113712
2025-09-28 05:00:00,,0,113712
2025-09-28 06:00:00,,0,113712
2025-09-28 07:00:00,,0,113712
2025-09-28 08:00:00,,0,113712
2025-09-28 09:00:00,,0,113712
2025-09-28 10:00:00,,0,113712
2025-09-28 11:00:00,,0,113712
2025-09-28 12:00:00,,0,113712
2025-09-28 13:00:00,,0,113712
2025-09-28 14:00:00,,0,113712
2025-09-28 15:00:00,,0,113712
2025-09-28 16:00:00,,0,113712
2025-09-28 17:00:00,,0,113712
2025-09-28 18:00:00,0.0600,12037,124386
2025-09-28 19:00:00,0.0100,2360,123996
2025-09-28 20:00:00,0.0400,1203,125083
2025-09-28 21:00:00,0.0200,941,124787
2025-09-28 22:00:00,0.0400,809,124787
2025-09-28 23:00:00,0.0400,959,124787
2025-09-29 00:00:00,0.0400,315,124787
2025-09-29 01:00:00,0.0400,2345,124787
2025-09-29 02:00:00,0.0400,4023,124787
2025-09-29 03:00:00,0.0400,1210,124460
2025-09-29 04:00:00,0.0400,612,124660
2025-09-29 05:00:00,0.0400,515,124660
2025-09-29 06:00:00,0.0400,1219,124562
2025-09-29 07:00:00,0.0400,744,124767
2025-09-29 08:00:00,,0,124767
2025-09-29 09:00:00,0.0400,23,124767
2025-09-29 10:00:00,,0,124767
2025-09-29 11:00:00,0.0400,1244,124767
2025-09-29 12:00:00,,0,124767
2025-09-29 13:00:00,0.0400,362,124804
2025-09-29 14:00:00,0.0400,3562,124852
2025-09-29 15:00:00,0.0500,465,125307
2025-09-29 16:00:00,,0,125307
2025-09-29 17:00:00,0.0400,1304,126411
2025-09-29 18:00:00,0.0500,4339,130150
2025-09-29 19:00:00,0.0600,1995,131645
2025-09-29 20:00:00,0.0400,631,131992
2025-09-29 21:00:00,0.0500,273,131877
2025-09-29 22:00:00,0.0400,88,131877
2025-09-29 23:00:00,0.0200,857,131589
2025-09-30 00:00:00,0.0400,750,132238
2025-09-30 01:00:00,0.0400,165,132289
2025-09-30 02:00:00,0.0400,697,132986
2025-09-30 03:00:00,0.0400,248,133234
2025-09-30 04:00:00,,0,133234
2025-09-30 05:00:00,0.0400,1251,132933
2025-09-30 06:00:00,0.0400,4083,136944
2025-09-30 07:00:00,0.0500,367,137311
2025-09-30 08:00:00,,0,137311
2025-09-30 09:00:00,0.0300,29,137282
2025-09-30 10:00:00,0.0300,124,137344
2025-09-30 11:00:00,,0,137344
2025-09-30 12:00:00,0.0300,1032,138220
2025-09-30 13:00:00,,0,138220
2025-09-30 14:00:00,,0,138220
2025-09-30 15:00:00,0.0300,605,138681
2025-09-30 16:00:00,0.0400,174,138725
2025-09-30 17:00:00,0.0400,639,139144
2025-09-30 18:00:00,0.0500,690,139557
2025-09-30 19:00:00,0.0500,2128,140765
2025-09-30 20:00:00,0.0500,1855,142529
2025-09-30 21:00:00,0.0300,1180,143534
2025-09-30 22:00:00,0.0400,308,143424
2025-09-30 23:00:00,0.0500,742,143932
2025-10-01 00:00:00,0.0500,93,144025
2025-10-01 01:00:00,0.0300,468,143791
2025-10-01 02:00:00,0.0400,2090,143791
2025-10-01 03:00:00,0.0400,880,143729
2025-10-01 04:00:00,0.0400,588,143729
2025-10-01 05:00:00,0.0400,9689,143729
2025-10-01 06:00:00,0.0200,234,143612
2025-10-01 07:00:00,0.0400,141,143612
2025-10-01 08:00:00,,0,143612
2025-10-01 09:00:00,0.0400,93,143612
2025-10-01 10:00:00,0.0400,234,143697
2025-10-01 11:00:00,,0,143697
2025-10-01 12:00:00,,0,143697
2025-10-01 13:00:00,,0,143697
2025-10-01 14:00:00,0.0400,23,143720
2025-10-01 15:00:00,,0,143720
2025-10-01 16:00:00,0.0400,921,144641
2025-10-01 17:00:00,0.0400,185,144628
2025-10-01 18:00:00,0.0500,1972,145664
2025-10-01 19:00:00,0.0400,785,146349
2025-10-01 20:00:00,0.0400,550,146883
2025-10-01 21:00:00,0.0400,1842,148725
2025-10-01 22:00:00,0.0500,135,148860
2025-10-01 23:00:00,,0,148860
2025-10-02 00:00:00,0.0200,187,148673
2025-10-02 01:00:00,0.0600,18322,166995
2025-10-02 02:00:00,0.0600,7768,174763
2025-10-02 03:00:00,,0,174763
2025-10-02 04:00:00,0.0300,78,174745
2025-10-02 05:00:00,0.0600,163,174908
2025-10-02 06:00:00,,0,174908
2025-10-02 07:00:00,,0,174908
2025-10-02 08:00:00,,0,174908
2025-10-02 10:00:00,,0,174908
2025-10-02 11:00:00,,0,174908
2025-10-02 12:00:00,,0,174908
2025-10-02 13:00:00,0.0600,156,175064
2025-10-02 14:00:00,,0,175064
2025-10-02 15:00:00,0.0600,15,175079
2025-10-02 16:00:00,0.0600,459,175458
2025-10-02 17:00:00,,0,175458
2025-10-02 18:00:00,0.0500,944,175953
2025-10-02 19:00:00,0.0300,19,175953
2025-10-02 20:00:00,0.0400,35,175988
2025-10-02 21:00:00,,0,175988
2025-10-02 22:00:00,0.0400,127,175988
2025-10-02 23:00:00,,0,175988
2025-10-03 00:00:00,0.0500,110,175988
2025-10-03 01:00:00,0.0600,172,176101
2025-10-03 02:00:00,0.0500,21,176101
2025-10-03 03:00:00,0.0600,157,176258
2025-10-03 04:00:00,,0,176258
2025-10-03 05:00:00,0.0200,225,176258
2025-10-03 06:00:00,0.0300,124,176299
2025-10-03 07:00:00,,0,176299
2025-10-03 08:00:00,,0,176299
2025-10-03 09:00:00,0.0600,328,176627
2025-10-03 10:00:00,0.0600,78,176705
2025-10-03 11:00:00,,0,176705
2025-10-03 12:00:00,0.0500,100,176684
2025-10-03 13:00:00,0.0600,189,176857
2025-10-03 14:00:00,0.0600,312,177169
2025-10-03 15:00:00,0.0600,31,177200
2025-10-03 16:00:00,0.0300,117,177130
2025-10-03 17:00:00,0.0300,8,177122
2025-10-03 18:00:00,0.0400,2,177122
2025-10-03 19:00:00,,0,177122
2025-10-03 20:00:00,,0,177122
